id,unit_id,type,role,related_main_id,prompt,options,correct_index,image,audio,video,explanation
11794,10,multiple_choice,main,,"Nice weather
یعنی چی؟",هوای خوب هست|چقدر است|پول خرد,0,,,,"Nice weather
یعنی هوای خوب هست."
11795,10,multiple_choice,exercise,11794,کدام گزینه به معنای «هوای خوب هست» است؟,Reservation|Nice weather|quarter past,1,,,,"Nice weather
یعنی هوای خوب هست."
11796,10,match_pairs,exercise,11794,هر عبارت را به معنای فارسی آن وصل کنید.,Nice weather↔هوای خوب هست|I have↔دارم|Room↔اتاق,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11797,10,speech_recognition,exercise,11794,Nice weather,,,,,,"آن را بگویید:
Nice weather"
11798,10,type_answer,exercise,11794,«هوای خوب هست» به انگلیسی چیست؟ تایپ کنید.,Nice weather,,,,,"Nice weather
یعنی هوای خوب هست."
11799,10,listening_card,exercise,11794,,select|Nice weather|Two|Reservation,0,,gen_3_18_376.wav,,"عبارتی که شنیدید:
Nice weather
(هوای خوب هست)"
11800,10,true_false,preview,11801,"I agree
یعنی «موافقم»، درست یا غلط؟",,true,,,,"I agree
یعنی موافقم."
11801,10,multiple_choice,main,,"I agree
یعنی چی؟",موافقم|پاسپورت|خیلی گران است,0,,,,"I agree
یعنی موافقم."
11802,10,multiple_choice,exercise,11801,کدام گزینه به معنای «موافقم» است؟,Too expensive|Turn left|I agree,2,,,,"I agree
یعنی موافقم."
11803,10,match_pairs,exercise,11801,هر عبارت را به معنای فارسی آن وصل کنید.,I agree↔موافقم|Card↔کارت|Two↔دو,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11804,10,speech_recognition,exercise,11801,I agree,,,,,,"آن را بگویید:
I agree"
11805,10,listening_card,exercise,11801,,select|Turn left|Today|I agree,2,,gen_3_18_383.wav,,"عبارتی که شنیدید:
I agree
(موافقم)"
11806,10,true_false,preview,11807,"I disagree
یعنی «مخالفم»، درست یا غلط؟",,true,,,,"I disagree
یعنی مخالفم."
11807,10,multiple_choice,main,,"I disagree
یعنی چی؟",مخالفم|اتوبوس|چقدر است,0,,,,"I disagree
یعنی مخالفم."
11808,10,multiple_choice,exercise,11807,کدام گزینه به معنای «مخالفم» است؟,Too small|quarter past|I disagree,2,,,,"I disagree
یعنی مخالفم."
11809,10,match_pairs,exercise,11807,هر عبارت را به معنای فارسی آن وصل کنید.,I disagree↔مخالفم|Today↔امروز|Discount↔تخفیف,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11810,10,speech_recognition,exercise,11807,I disagree,,,,,,"آن را بگویید:
I disagree"
11811,10,listening_card,exercise,11807,,select|I agree|I disagree|o'clock,1,,gen_3_18_389.wav,,"عبارتی که شنیدید:
I disagree
(مخالفم)"
11812,10,true_false,preview,11813,"No problem
یعنی «مشکلی نیست»، درست یا غلط؟",,true,,,,"No problem
یعنی مشکلی نیست."
11813,10,multiple_choice,main,,"No problem
یعنی چی؟",مشکلی نیست|کجا هست|اتوبوس,0,,,,"No problem
یعنی مشکلی نیست."
11814,10,order,exercise,11813,جمله را به ترتیب درست بچینید.,Sorry.|No problem.,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: متاسفم. مشکلی نیست.
11815,10,speech_recognition,exercise,11813,Sorry. No problem.,,,,,,"این جمله را با صدای بلند بخوانید:
Sorry. No problem."
11816,10,multiple_choice,exercise,11813,کدام گزینه به معنای «مشکلی نیست» است؟,I disagree|No problem|Two,1,,,,"No problem
یعنی مشکلی نیست."
11817,10,match_pairs,exercise,11813,هر عبارت را به معنای فارسی آن وصل کنید.,No problem↔مشکلی نیست|o'clock↔ساعت|quarter past↔و ربع,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11818,10,speech_recognition,exercise,11813,No problem,,,,,,"آن را بگویید:
No problem"
11819,10,type_answer,exercise,11813,«مشکلی نیست» به انگلیسی چیست؟ تایپ کنید.,No problem,,,,,"No problem
یعنی مشکلی نیست."
11820,10,listening_card,exercise,11813,,select|No problem|o'clock|Menu,0,,gen_3_18_395.wav,,"عبارتی که شنیدید:
No problem
(مشکلی نیست)"
11821,10,true_false,preview,11822,"Congratulations
یعنی «تبریک»، درست یا غلط؟",,true,,,,"Congratulations
یعنی تبریک."
11822,10,multiple_choice,main,,"Congratulations
یعنی چی؟",تبریک|هوای خوب هست|پاسپورت,0,,,,"Congratulations
یعنی تبریک."
11823,10,multiple_choice,exercise,11822,کدام گزینه به معنای «تبریک» است؟,Two|half past|Congratulations,2,,,,"Congratulations
یعنی تبریک."
11824,10,match_pairs,exercise,11822,هر عبارت را به معنای فارسی آن وصل کنید.,Congratulations↔تبریک|I need↔نیاز دارم|Key↔کلید,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11825,10,speech_recognition,exercise,11822,Congratulations,,,,,,"آن را بگویید:
Congratulations"
11826,10,listening_card,exercise,11822,,select|Congratulations|I need|Salty,0,,gen_3_18_404.wav,,"عبارتی که شنیدید:
Congratulations
(تبریک)"
11827,11,true_false,preview,11828,"I'm lost
یعنی «گم شدم»، درست یا غلط؟",,true,,,,"I'm lost
یعنی گم شدم."
11828,11,multiple_choice,main,,"I'm lost
یعنی چی؟",گم شدم|و ربع|ترش,0,,,,"I'm lost
یعنی گم شدم."
11829,11,order,exercise,11828,جمله را به ترتیب درست بچینید.,"Excuse me,|I'm lost",,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ببخشید، گم شدم
11830,11,speech_recognition,exercise,11828,"Excuse me, I'm lost",,,,,,"این جمله را با صدای بلند بخوانید:
Excuse me, I'm lost"
11831,11,select_blank,exercise,11828,"Excuse me, ___",I'm lost|Change|It's,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: ببخشید، گم شدم
11832,11,multiple_choice,exercise,11828,کدام گزینه به معنای «گم شدم» است؟,quarter to|Room|I'm lost,2,,,,"I'm lost
یعنی گم شدم."
11833,11,match_pairs,exercise,11828,هر عبارت را به معنای فارسی آن وصل کنید.,I'm lost↔گم شدم|Tomorrow↔فردا|Suitcase↔چمدون,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11834,11,speech_recognition,exercise,11828,I'm lost,,,,,,"آن را بگویید:
I'm lost"
11835,11,listening_card,exercise,11828,,select|Spicy|Boarding pass|I'm lost,2,,gen_3_18_410.wav,,"عبارتی که شنیدید:
I'm lost
(گم شدم)"
11836,11,true_false,preview,11837,"Can you help me?
یعنی «کمکم کن»، درست یا غلط؟",,true,,,,"Can you help me?
یعنی کمکم کن."
11837,11,multiple_choice,main,,"Can you help me?
یعنی چی",کمکم کن|کجا هست|اتوبوس,0,,,,"Can you help me?
یعنی کمکم کن."
11838,11,order,exercise,11837,جمله را به ترتیب درست بچینید.,I'm lost.|Can you help me?,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: گم شدم. کمکم کن.
11839,11,speech_recognition,exercise,11837,I'm lost. Can you help me?,,,,,,"این جمله را با صدای بلند بخوانید:
I'm lost. Can you help me?"
11840,11,speech_recognition,exercise,11837,Can you help me?,,,,,,"دوباره تمرین کنید:
Can you help me?"
11841,11,match_pairs,exercise,11837,هر عبارت را به معنای فارسی آن وصل کنید.,Can you help me?↔کمکم کن|Turn right↔به راست بپیچید|Discount↔تخفیف,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11843,11,type_answer,exercise,11837,«کمکم کن» به انگلیسی چیست؟ تایپ کنید.,Can you help me?,,,,,"Can you help me?
یعنی کمکم کن."
11844,11,listening_card,exercise,11837,,select|Three|Can you help me?|half past,1,,gen_3_18_419.wav,,"عبارتی که شنیدید:
Can you help me?
(کمکم کن)"
11845,11,true_false,preview,11846,"I don't understand
یعنی «نمی‌فهمم»، درست یا غلط؟",,true,,,,"I don't understand
یعنی نمی‌فهمم."
11846,11,multiple_choice,main,,"I don't understand
یعنی چی؟",نمی‌فهمم|چپ بپیچید|چقدر است,0,,,,"I don't understand
یعنی نمی‌فهمم."
11847,11,speech_recognition,exercise,11846,I don't understand,,,,,,"دوباره تمرین کنید:
I don't understand"
11848,11,match_pairs,exercise,11846,هر عبارت را به معنای فارسی آن وصل کنید.,I don't understand↔نمی‌فهمم|Card↔کارت|How much is↔چقدر است,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11850,11,listening_card,exercise,11846,,select|I don't understand|Reservation|half past,0,,gen_3_18_428.wav,,"عبارتی که شنیدید:
I don't understand
(نمی‌فهمم)"
11851,11,true_false,preview,11852,"Slower please
یعنی «آروم‌تر لطفاً»، درست یا غلط؟",,true,,,,"Slower please
یعنی آروم‌تر لطفاً."
11852,11,multiple_choice,main,,"Slower please
یعنی چی؟",آروم‌تر لطفاً|مخالفم|ساعت,0,,,,"Slower please
یعنی آروم‌تر لطفاً."
11853,11,order,exercise,11852,جمله را به ترتیب درست بچینید.,I don't understand.|Slower please.,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: نمی‌فهمم. آروم‌تر لطفاً.
11854,11,speech_recognition,exercise,11852,I don't understand. Slower please.,,,,,,"این جمله را با صدای بلند بخوانید:
I don't understand. Slower please."
11855,11,multiple_choice,exercise,11852,کدام گزینه به معنای «آروم‌تر لطفاً» است؟,Slower please|Key|Too big,0,,,,"Slower please
یعنی آروم‌تر لطفاً."
11856,11,match_pairs,exercise,11852,هر عبارت را به معنای فارسی آن وصل کنید.,Slower please↔آروم‌تر لطفاً|Too expensive↔خیلی گران است|Yesterday↔دیروز,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11857,11,speech_recognition,exercise,11852,Slower please,,,,,,"آن را بگویید:
Slower please"
11858,11,listening_card,exercise,11852,,select|Cash|Slower please|Broken,1,,gen_3_18_434.wav,,"عبارتی که شنیدید:
Slower please
(آروم‌تر لطفاً)"
11859,11,true_false,preview,11860,"Repeat please
یعنی «تکرار کن لطفاً»، درست یا غلط؟",,true,,,,"Repeat please
یعنی تکرار کن لطفاً."
11860,11,speech_recognition,main,,Repeat please,,,,,,"آن را بگویید:
Repeat please"
11861,11,multiple_choice,exercise,11860,کدام گزینه به معنای «تکرار کن لطفاً» است؟,Reservation|Room|Repeat please,2,,,,"Repeat please
یعنی تکرار کن لطفاً."
11862,11,match_pairs,exercise,11860,هر عبارت را به معنای فارسی آن وصل کنید.,Repeat please↔تکرار کن لطفاً|I agree↔موافقم|Suitcase↔چمدون,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11863,11,speech_recognition,exercise,11860,Repeat please,,,,,,"آن را بگویید:
Repeat please"
11864,11,type_answer,exercise,11860,«تکرار کن لطفاً» به انگلیسی چیست؟ تایپ کنید.,Repeat please,,,,,"Repeat please
یعنی تکرار کن لطفاً."
11865,11,listening_card,exercise,11860,,select|Repeat please|Yesterday|Broken,0,,gen_3_18_442.wav,,"عبارتی که شنیدید:
Repeat please
(تکرار کن لطفاً)"
11866,11,true_false,preview,11867,"Bathroom
یعنی «دستشویی»، درست یا غلط؟",,true,,,,"Bathroom
یعنی دستشویی."
11867,11,multiple_choice,main,,"Bathroom
یعنی چی؟",دستشویی|کلید|خیلی گران است,0,,,,"Bathroom
یعنی دستشویی."
11868,11,order,exercise,11867,جمله را به ترتیب درست بچینید.,Where is the|Bathroom?,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: دستشویی کجا هست؟؛؛اتوبوس کجا هست؟
11869,11,speech_recognition,exercise,11867,Where is the Bathroom?,,,,,,"این جمله را با صدای بلند بخوانید:
Where is the Bathroom?"
11870,11,order,exercise,11867,این جمله را هم به ترتیب درست بچینید.,Where is the|Bus?,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
11871,11,multiple_choice,exercise,11867,کدام گزینه به معنای «دستشویی» است؟,It's|Bathroom|Today,1,,,,"Bathroom
یعنی دستشویی."
11872,11,match_pairs,exercise,11867,هر عبارت را به معنای فارسی آن وصل کنید.,Bathroom↔دستشویی|Spicy↔تند|Salty↔شور,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11873,11,speech_recognition,exercise,11867,Bathroom,,,,,,"آن را بگویید:
Bathroom"
11874,11,listening_card,exercise,11867,,select|Bathroom|I disagree|quarter past,0,,gen_3_18_449.wav,,"عبارتی که شنیدید:
Bathroom
(دستشویی)"
11875,11,true_false,preview,11876,"I'm looking for
یعنی «دنبال ... می‌گردم»، درست یا غلط؟",,true,,,,"I'm looking for
یعنی دنبال ... می‌گردم."
11876,11,speech_recognition,main,,I'm looking for,,,,,,"آن را بگویید:
I'm looking for"
11877,11,speech_recognition,exercise,11876,I'm looking for,,,,,,"دوباره تمرین کنید:
I'm looking for"
11878,11,match_pairs,exercise,11876,هر عبارت را به معنای فارسی آن وصل کنید.,I'm looking for↔دنبال ... می‌گردم|Turn left↔به چپ بپیچید|quarter past↔و ربع,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11880,11,listening_card,exercise,11876,,select|Reservation|I'm looking for|Repeat please,1,,gen_3_18_458.wav,,"عبارتی که شنیدید:
I'm looking for
(دنبال ... می‌گردم)"
11881,11,true_false,preview,11882,"This address
یعنی «این آدرس»، درست یا غلط؟",,true,,,,"This address
یعنی این آدرس."
11882,11,multiple_choice,main,,"This address
یعنی چی؟",این آدرس|دیروز|رزرو,0,,,,"This address
یعنی این آدرس."
11883,11,order,exercise,11882,جمله را به ترتیب درست بچینید.,I'm looking for|This address,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: دنبال این آدرس می‌گردم
11884,11,speech_recognition,exercise,11882,I'm looking for This address,,,,,,"این جمله را با صدای بلند بخوانید:
I'm looking for This address"
11885,11,select_blank,exercise,11882,I'm looking for ___,Sweet|Straight ahead|This address,2,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: دنبال این آدرس می‌گردم
11886,11,multiple_choice,exercise,11882,کدام گزینه به معنای «این آدرس» است؟,Menu|This address|Cash,1,,,,"This address
یعنی این آدرس."
11887,11,match_pairs,exercise,11882,هر عبارت را به معنای فارسی آن وصل کنید.,This address↔این آدرس|Key↔کلید|No problem↔مشکلی نیست,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11888,11,speech_recognition,exercise,11882,This address,,,,,,"آن را بگویید:
This address"
11889,11,type_answer,exercise,11882,«این آدرس» به انگلیسی چیست؟ تایپ کنید.,This address,,,,,"This address
یعنی این آدرس."
11890,11,listening_card,exercise,11882,,select|I need|Yesterday|This address,2,,gen_3_18_464.wav,,"عبارتی که شنیدید:
This address
(این آدرس)"
11891,11,true_false,preview,11892,"Is it far?
یعنی «دوره؟»، درست یا غلط؟",,true,,,,"Is it far?
یعنی دوره؟."
11892,11,multiple_choice,main,,"Is it far?
یعنی چی",دوره؟|تلخ|رزرو,0,,,,"Is it far?
یعنی دوره؟."
11893,11,speech_recognition,exercise,11892,Is it far?,,,,,,"دوباره تمرین کنید:
Is it far?"
11894,11,match_pairs,exercise,11892,هر عبارت را به معنای فارسی آن وصل کنید.,Is it far?↔دوره؟|One↔یک|Today↔امروز,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11896,11,listening_card,exercise,11892,,select|Is it far?|Taxi|o'clock,0,,gen_3_18_474.wav,,"عبارتی که شنیدید:
Is it far?
(دوره؟)"
11897,12,true_false,preview,11898,"SIM card
یعنی «سیم کارت»، درست یا غلط؟",,true,,,,"SIM card
یعنی سیم کارت."
11898,12,multiple_choice,main,,"SIM card
یعنی چی؟",سیم کارت|خوشمزه|شور,0,,,,"SIM card
یعنی سیم کارت."
11899,12,order,exercise,11898,جمله را به ترتیب درست بچینید.,I want|a|SIM card,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: سیم کارت می‌خواهم
11900,12,speech_recognition,exercise,11898,I want a SIM card,,,,,,"این جمله را با صدای بلند بخوانید:
I want a SIM card"
11901,12,select_blank,exercise,11898,I want a ___,SIM card|quarter past|Key,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: سیم کارت می‌خواهم
11902,12,multiple_choice,exercise,11898,کدام گزینه به معنای «سیم کارت» است؟,I agree|SIM card|Change,1,,,,"SIM card
یعنی سیم کارت."
11903,12,match_pairs,exercise,11898,هر عبارت را به معنای فارسی آن وصل کنید.,SIM card↔سیم کارت|Delicious↔خوشمزه|No problem↔مشکلی نیست,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11904,12,speech_recognition,exercise,11898,SIM card,,,,,,"آن را بگویید:
SIM card"
11905,12,listening_card,exercise,11898,,select|I have|SIM card|Suitcase,1,,gen_3_18_480.wav,,"عبارتی که شنیدید:
SIM card
(سیم کارت)"
11906,12,true_false,preview,11907,"Wifi password
یعنی «رمز وای‌فای»، درست یا غلط؟",,true,,,,"Wifi password
یعنی رمز وای‌فای."
11907,12,multiple_choice,main,,"Wifi password
یعنی چی؟",رمز وای‌فای|ساعت چند هست؟|کارت پرواز,0,,,,"Wifi password
یعنی رمز وای‌فای."
11908,12,order,exercise,11907,جمله را به ترتیب درست بچینید.,"Wifi password,|Please",,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: رمز وای‌فای، لطفاً
11909,12,speech_recognition,exercise,11907,"Wifi password, Please",,,,,,"این جمله را با صدای بلند بخوانید:
Wifi password, Please"
11910,12,type_answer,exercise,11907,«رمز وای‌فای، لطفاً» را به انگلیسی بنویسید.,"Wifi password, Please",,,,,"Wifi password, Please"
11911,12,multiple_choice,exercise,11907,کدام گزینه به معنای «رمز وای‌فای» است؟,Three|Nice weather|Wifi password,2,,,,"Wifi password
یعنی رمز وای‌فای."
11912,12,match_pairs,exercise,11907,هر عبارت را به معنای فارسی آن وصل کنید.,Wifi password↔رمز وای‌فای|Turn left↔به چپ بپیچید|The bill↔صورتحساب,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11913,12,speech_recognition,exercise,11907,Wifi password,,,,,,"آن را بگویید:
Wifi password"
11914,12,type_answer,exercise,11907,«رمز وای‌فای» به انگلیسی چیست؟ تایپ کنید.,Wifi password,,,,,"Wifi password
یعنی رمز وای‌فای."
11915,12,listening_card,exercise,11907,,select|Wifi password|No problem|Too big,0,,gen_3_18_489.wav,,"عبارتی که شنیدید:
Wifi password
(رمز وای‌فای)"
11916,12,true_false,preview,11917,"My phone number
یعنی «شماره تلفن من»، درست یا غلط؟",,true,,,,"My phone number
یعنی شماره تلفن من."
11917,12,speech_recognition,main,,My phone number,,,,,,"آن را بگویید:
My phone number"
11918,12,order,exercise,11917,جمله را به ترتیب درست بچینید.,This is|My phone number,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: این شماره تلفن من هست
11919,12,speech_recognition,exercise,11917,This is My phone number,,,,,,"این جمله را با صدای بلند بخوانید:
This is My phone number"
11920,12,speech_recognition,exercise,11917,My phone number,,,,,,"دوباره تمرین کنید:
My phone number"
11921,12,match_pairs,exercise,11917,هر عبارت را به معنای فارسی آن وصل کنید.,My phone number↔شماره تلفن من|Change↔پول خرد|I disagree↔مخالفم,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11923,12,listening_card,exercise,11917,,select|Turn left|My phone number|Gate,1,,gen_3_18_499.wav,,"عبارتی که شنیدید:
My phone number
(شماره تلفن من)"
11924,12,true_false,preview,11925,"Charger
یعنی «شارژر»، درست یا غلط؟",,true,,,,"Charger
یعنی شارژر."
11925,12,multiple_choice,main,,"Charger
یعنی چی؟",شارژر|شور|خیلی گران است,0,,,,"Charger
یعنی شارژر."
11926,12,order,exercise,11925,جمله را به ترتیب درست بچینید.,I need|a|Charger,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: نیاز دارم به شارژر؛؛نیاز دارم به تاکسی
11927,12,speech_recognition,exercise,11925,I need a Charger,,,,,,"این جمله را با صدای بلند بخوانید:
I need a Charger"
11928,12,select_blank,exercise,11925,I need a ___,Charger|Too expensive|Three,0,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: نیاز دارم به شارژر؛؛نیاز دارم به تاکسی
11929,12,order,exercise,11925,این جمله را هم به ترتیب درست بچینید.,I need|a|Taxi,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
11930,12,multiple_choice,exercise,11925,کدام گزینه به معنای «شارژر» است؟,Sour|Straight ahead|Charger,2,,,,"Charger
یعنی شارژر."
11931,12,match_pairs,exercise,11925,هر عبارت را به معنای فارسی آن وصل کنید.,Charger↔شارژر|This address↔این آدرس|Is it far?↔دوره؟,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11932,12,speech_recognition,exercise,11925,Charger,,,,,,"آن را بگویید:
Charger"
11933,12,listening_card,exercise,11925,,select|quarter to|Slower please|Charger,2,,gen_3_18_507.wav,,"عبارتی که شنیدید:
Charger
(شارژر)"
11934,12,true_false,preview,11935,"No signal
یعنی «آنتن ندارد»، درست یا غلط؟",,true,,,,"No signal
یعنی آنتن ندارد."
11935,12,multiple_choice,main,,"No signal
یعنی چی؟",آنتن ندارد|این آدرس|کجا هست,0,,,,"No signal
یعنی آنتن ندارد."
11936,12,multiple_choice,exercise,11935,کدام گزینه به معنای «آنتن ندارد» است؟,I need|Sweet|No signal,2,,,,"No signal
یعنی آنتن ندارد."
11937,12,match_pairs,exercise,11935,هر عبارت را به معنای فارسی آن وصل کنید.,No signal↔آنتن ندارد|Delicious↔خوشمزه|Change↔پول خرد,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11938,12,speech_recognition,exercise,11935,No signal,,,,,,"آن را بگویید:
No signal"
11939,12,type_answer,exercise,11935,«آنتن ندارد» به انگلیسی چیست؟ تایپ کنید.,No signal,,,,,"No signal
یعنی آنتن ندارد."
11940,12,listening_card,exercise,11935,,select|No signal|Reservation|Cash,0,,gen_3_18_517.wav,,"عبارتی که شنیدید:
No signal
(آنتن ندارد)"
11941,12,true_false,preview,11942,"Battery
یعنی «باتری»، درست یا غلط؟",,true,,,,"Battery
یعنی باتری."
11942,12,multiple_choice,main,,"Battery
یعنی چی؟",باتری|مخالفم|تبریک,0,,,,"Battery
یعنی باتری."
11943,12,multiple_choice,exercise,11942,کدام گزینه به معنای «باتری» است؟,Battery|Suitcase|Bathroom,0,,,,"Battery
یعنی باتری."
11944,12,match_pairs,exercise,11942,هر عبارت را به معنای فارسی آن وصل کنید.,Battery↔باتری|I disagree↔مخالفم|Boarding pass↔کارت پرواز,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11945,12,speech_recognition,exercise,11942,Battery,,,,,,"آن را بگویید:
Battery"
11946,12,listening_card,exercise,11942,,select|quarter to|Battery|o'clock,1,,gen_3_18_524.wav,,"عبارتی که شنیدید:
Battery
(باتری)"
11947,13,true_false,preview,11948,"Doctor
یعنی «دکتر»، درست یا غلط؟",,true,,,,"Doctor
یعنی دکتر."
11948,13,multiple_choice,main,,"Doctor
یعنی چی؟",دکتر|مستقیم برو|به چپ بپیچید,0,,,,"Doctor
یعنی دکتر."
11949,13,order,exercise,11948,جمله را به ترتیب درست بچینید.,I need|a|Doctor,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: نیاز دارم به دکتر؛؛نیاز دارم به شارژر
11950,13,speech_recognition,exercise,11948,I need a Doctor,,,,,,"این جمله را با صدای بلند بخوانید:
I need a Doctor"
11951,13,select_blank,exercise,11948,I need a ___,Menu|Too big|Doctor,2,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: نیاز دارم به دکتر؛؛نیاز دارم به شارژر
11952,13,order,exercise,11948,این جمله را هم به ترتیب درست بچینید.,I need|a|Charger,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید.
11953,13,multiple_choice,exercise,11948,کدام گزینه به معنای «دکتر» است؟,Doctor|Cash|Turn left,0,,,,"Doctor
یعنی دکتر."
11954,13,match_pairs,exercise,11948,هر عبارت را به معنای فارسی آن وصل کنید.,Doctor↔دکتر|Room↔اتاق|My phone number↔شماره تلفن من,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11955,13,speech_recognition,exercise,11948,Doctor,,,,,,"آن را بگویید:
Doctor"
11956,13,listening_card,exercise,11948,,select|Doctor|Delicious|I disagree,0,,gen_3_18_530.wav,,"عبارتی که شنیدید:
Doctor
(دکتر)"
11957,13,true_false,preview,11958,"Pharmacy
یعنی «داروخانه»، درست یا غلط؟",,true,,,,"Pharmacy
یعنی داروخانه."
11958,13,multiple_choice,main,,"Pharmacy
یعنی چی؟",داروخانه|خراب است|خیلی کوچک است,0,,,,"Pharmacy
یعنی داروخانه."
11959,13,order,exercise,11958,جمله را به ترتیب درست بچینید.,Where is the|Pharmacy?,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: داروخانه کجا هست؟
11960,13,speech_recognition,exercise,11958,Where is the Pharmacy?,,,,,,"این جمله را با صدای بلند بخوانید:
Where is the Pharmacy?"
11961,13,type_answer,exercise,11958,«داروخانه کجا هست؟» را به انگلیسی بنویسید.,Where is the Pharmacy?,,,,,Where is the Pharmacy?
11962,13,multiple_choice,exercise,11958,کدام گزینه به معنای «داروخانه» است؟,Broken|Pharmacy|This,1,,,,"Pharmacy
یعنی داروخانه."
11963,13,match_pairs,exercise,11958,هر عبارت را به معنای فارسی آن وصل کنید.,Pharmacy↔داروخانه|No signal↔آنتن ندارد|Change↔پول خرد,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11964,13,speech_recognition,exercise,11958,Pharmacy,,,,,,"آن را بگویید:
Pharmacy"
11965,13,type_answer,exercise,11958,«داروخانه» به انگلیسی چیست؟ تایپ کنید.,Pharmacy,,,,,"Pharmacy
یعنی داروخانه."
11966,13,listening_card,exercise,11958,,select|Battery|Discount|Pharmacy,2,,gen_3_18_540.wav,,"عبارتی که شنیدید:
Pharmacy
(داروخانه)"
11967,13,true_false,preview,11968,"It hurts
یعنی «درد می‌کند»، درست یا غلط؟",,true,,,,"It hurts
یعنی درد می‌کند."
11968,13,multiple_choice,main,,"It hurts
یعنی چی؟",درد می‌کند|هوای خوب هست|آنتن ندارد,0,,,,"It hurts
یعنی درد می‌کند."
11969,13,multiple_choice,exercise,11968,کدام گزینه به معنای «درد می‌کند» است؟,I have|Battery|It hurts,2,,,,"It hurts
یعنی درد می‌کند."
11970,13,match_pairs,exercise,11968,هر عبارت را به معنای فارسی آن وصل کنید.,It hurts↔درد می‌کند|half past↔و نیم|I'm lost↔گم شدم,,,,,هر عبارت را با معنای فارسی آن جفت کنید.
11971,13,speech_recognition,exercise,11968,It hurts,,,,,,"آن را بگویید:
It hurts"
11972,13,listening_card,exercise,11968,,select|One|Turn right|It hurts,2,,gen_3_18_550.wav,,"عبارتی که شنیدید:
It hurts
(درد می‌کند)"
11973,13,true_false,preview,11974,"I'm sick
یعنی «مریضم»، درست یا غلط؟",,true,,,,"I'm sick
یعنی مریضم."
11974,13,multiple_choice,main,,"I'm sick
یعنی چی؟",مریضم|یک|خوشمزه,0,,,,"I'm sick
یعنی مریضم."
11975,13,order,exercise,11974,جمله را به ترتیب درست بچینید.,I'm sick.|I need|a|Doctor.,,,,,این جمله را با کلماتی که تاکنون یاد گرفته‌اید می‌سازید. معنای آن: مریضم. نیاز دارم به دکتر.
11976,13,speech_recognition,exercise,11974,I'm sick. I need a Doctor.,,,,,,"این جمله را با صدای بلند بخوانید:
I'm sick. I need a Doctor."
11977,13,multiple_choice,exercise,11974,کدام گزینه به معنای «مریضم» است؟,I'm sick|No signal|Cash,0,,,,"I'm sick
یعنی مریضم."
